,用户名称,弹幕,会员等级,发布时间,弹幕点赞,弹幕id
0,,京东天猫 你们放过年轻认吧,0,33,0,6729735299954572747
0,,范丞丞加油,0,30,8,6729737524688911043
0,,为双北打call,0,33,4,6729749859005877934
0,,来看菱菱老师,0,32,0,6729751443344129791
0,,期待深深的分享[鸡腿][鸡腿],0,32,0,6729755767348935281
0,,机医,0,34,1,6729757258441797413
0,十元,啊啊啊 丞丞,0,31,1,6729758005665448494
0,,周深周深周深周深周深周深周深周深,0,34,3,6729765519516776236
0,rhnge,何老师！撒老师！,1,32,0,6729770987177916561
0,,刚好明天面试，取经,0,30,0,6729771679218116653
0,哇！三叶,来了[加油][加油][加油],0,34,0,6729775803916645432
0,,深深，我来了,0,31,0,6729778564172024402
0,,深深我来啦,0,30,0,6729786684923685633
0,,来看周星星✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨,0,30,3,6729802792778102316
0,,小何炅小何炅,0,32,2,6729806710271313237
0,,奶昔来了,3,30,0,6729819706967127801
0,,终于出来了，追追追,0,31,0,6729886584452692938
0,,丞丞我来啦,0,31,0,6729916116409451567
0,M,第二季我来啦,0,34,0,6729904243597617074
0,,双北双北,0,34,0,6729986510331328170
0,千羽,深深深深,0,34,0,6730012059364694268
0,,来啦来啦,0,30,0,6730037889474171798
0,MISS,双北！！！,0,34,1,6730066709082214665
0,来自黄土地的一粒沙子,好久不见，凑熟人,7,47,10,6729768818425926089
0,S,时长不错,2,49,1,6729722528547675075
0,,来啦来啦,0,47,2,6729722782826394408
0,,双北,5,48,5,6729721925696204533
0,,我爱了,0,47,3,6729721574301304645
0,,范丞丞！,0,48,5,6729723096024424154
0,,尼莫你看见了吗,0,47,3,6729724164316872008
0,,来了 来了,3,45,2,6729724594098814913
0,防弹少女,来了，我深,1,46,4,6729724793778018300
0,,范丞丞,0,46,3,6729724807714713833
0,,小朱小朱小朱！！！！！！,0,49,1,6729726780162642649
0,,小朱小朱小朱小朱看到了吗！！！！！,0,46,1,6729726502571066442
0,,众所周知这个节目叫令人自卑的offer,4,45,38,6729727708764810843
0,蒲曳,深深的新节目,0,45,1,6729727755166357628
0,,找完对象找工作，被鹅安排得明明白白,4,47,0,6729727737902640779
0,,双北！！！,0,49,3,6729728523926795244
0, 心心心,来看深深的节目了！！,0,45,1,6729728547810157408
0,👀,又可以开始追爱看的综艺啦,0,45,1,6729729843471612902
0,,信号和offer同时看，爱情事业两手抓,0,49,11,6729730707700555794
0,,深深宝贝我来了,0,45,0,6729731738885961892
0,Samantha尒,真的有撒贝宁啊，双北爱啦,0,46,0,6729733468956684566
0,Diana Min,何老师是不是胖了一丢丢,0,48,6,6729739453603541901
0,,有没有今年毕业的还待在家的“无业游民”啊,0,46,0,6729742524128366246
0,,深深！！！宝贝！崽！妈妈来了！,0,47,0,6729743681236478496
0,Dian,蚂蚁金服中签了,0,48,0,6729754942779138290
0,H静,范丞丞范丞丞,0,47,0,6729755819770364949
