,用户名称,弹幕,会员等级,发布时间,弹幕点赞,弹幕id
0,, 丁辉加油,0,59,9,6734797834564078176
0,biubiu, 来了,0,58,1,6734797004209627711
0,L'avenir,啦啦啦生日快乐琳,0,58,3,6734796389282726070
0,,我来了,0,59,1,6734795887504539074
0,,干饭鹅 : 大丞儿 我来啦,6,56,14,6734802338902640458
0,, 长师有没有人看,1,57,5,6734984199914326735
0,,干饭鹅 : 沈笑笑，看见我了吗,1,57,1,6735167547151416573
0,Yik-,来了小范老板,0,56,2,6735199223211862478
0,,守着看丞丞大宝贝来的,0,55,1,6736170221100838285
0,杨平,范丞丞加油💕💕💕,0,59,3,6735997594621167553
0,刘海斌13973371251,好看好看。。。。。。。。。。,0,59,0,6735799953383691173
0,,干饭鹅 : 干饭了，兄弟们,0,55,0,6737224235170168717
0,,秀啊,0,57,0,6737330720264975624
0,,古古怪怪古古怪怪,0,56,3,6734903919387376186
0,, 第一,0,57,0,6734822271711644214
0,,神仙打架,0,57,0,6734809266815214901
0,想太多de猫,我已经做好被打击的准备啦~~,4,36,5,6734840428362217966
0,,本小虾祝节目大火[瑞思拜][瑞思拜][瑞思拜],5,37,3,6734795321282862262
0,Lin.17,冲冲冲李晋晔令人心动的,5,38,7,6734795532704186155
0,腾讯网友,丞丞我来啦，么么哒,6,39,3,6734797727743810365
0,, 终于刷出来来拉！！！！！！！,0,39,4,6734798195248002285
0,哎呦嘻嘻,俺小君君来也,0,38,0,6734797283305993757
0,,学霸鹅 : 不错子,4,35,6,6734798574930301058
0,, 就喜欢这不准时，八点都还没到,0,39,2,6734796229210305405
0,, 来了来了  丁辉加油,0,35,5,6734799199948706922
0,Rethink,vip大声说话,0,35,0,6734807947534602423
0,,这时长 感动,0,37,0,6734827384547553251
0,AStrongest, 来了，挺丁辉,0,39,0,6734829485885464730
0,MIKI_,深深~~,1,36,2,6734833413150711911
0,, 来了来了  丁辉加油,0,39,1,6735001262666272301
0,,深深！,0,38,0,6735096973537816446
0,, 大家都是VIP说话硬气点,0,35,1,6735168516460318370
0,,丁辉，冲冲冲,0,38,0,6735203885587606417
0,, 丁辉丁辉,0,35,0,6735208650224683169
0,,老子学霸,0,36,1,6736938837952968224
0,,宝贝深深我来啦！！！,0,38,0,6735830334044620705
0,烦→💤,1,0,36,0,6736971839425717821
0,星辰,凯凯,0,38,0,6735786370029561550
0,,深深,0,36,0,6735493980193583535
0,,周三打卡，每期必追,0,38,0,6735475086826081647
0,大内密探888,深深深深深深宝贝,0,37,0,6735419227354154341
0,, 来啦来啦,0,39,1,6735410664102722572
0,我想任性一次,深深深深深深深深深深深深我来了,0,35,0,6735245493402014314
0,, 来了来了,0,39,0,6738041209543398608
0,X,范丞丞丞星范丞丞,0,36,0,6738438575122578020
0,,丞丞我来了,0,38,0,6738602635383251332
0,,诗薇诗薇,0,35,0,6738488899694785363
0,小米饭💕,第一☝️,2,36,0,6734820999066482963
0,紫陌红尘,撒撒我来了,0,36,0,6734817000902082655
0,,11111,0,35,1,6734808592596628874
0,丞丞的限定女友AKA-大丽,丞丞我来啦,0,37,0,6739060051128337682
0,dyan808bass.,qingjin,0,37,0,6741324146137039226
0,,你不是第一个☝️,5,32,2,6734794344794408130
0,,一直刷新,0,32,2,6734794635752257167
0,,职场鹅 :  第二,4,31,3,6734794676136027152
0,,哈哈哈哈就斤斤计较,5,34,6,6734794933523384481
0,,不准时，我喜欢,6,30,5,6734794935770822737
0,,真好,0,34,0,6734795372625337602
0,always,敬业我来了,0,31,1,6734798253527856472
0,浮 夸,来看凡尔赛专业硕士毕业生,0,32,1,6734798271089766460
0,,puma好眼光 许光汉好帅,0,32,0,6734798317743705437
0,, 来了来了,0,31,1,6734798532038376931
0,, 第一 第一 第一i,0,32,0,6734796870725911450
0,双辞,来喽,0,34,0,6734796456520593682
0,,来了来了,2,33,3,6734798883793695774
0,,丁辉给你加油来了 加油 丁辉,6,32,1,6734799186111698004
0,, 好早嘞,0,34,0,6734799259713344732
0,芳草-亦心,我来啦 来看周星星！！！,0,33,8,6734799548575106077
0,,来了,0,32,0,6734800490473135359
0,Kevin, 边泡脚边看,0,31,0,6734800556692842636
0,,深深我来了,0,33,3,6734820719106436149
0,,来啦,0,33,0,6734831520332628406
0,古月雨c, 我来啦,0,33,1,6734835961999590929
0,,来看范丞丞,0,32,0,6734836994821787211
0,米菲尔-曹霞丽,哈哈,0,30,0,6734845455165279822
0,, l来了来了,0,34,0,6734979170499499930
0,,来看学霸吵架,0,34,0,6735052431673463076
0,,丁辉我来了,0,30,4,6735071010695087069
0,,看这个学到好多干货,0,34,0,6735096934744706873
0,🍖 狮虎🦁,丁辉加油,0,34,0,6735098470333924443
0,, 丁辉,0,30,6,6735136190149887433
0,,好运来从cp,0,30,0,6735163347294156110
0,爱听歌_少年,来看深深,0,31,0,6735836219483598288
0,, 突然觉得演员的诞生都不香了,0,33,1,6735891048566334631
0,,这个节目时长好实在啊哈哈哈哈,0,31,0,6735852484628249000
0,,丁辉李晋晔冲！,0,31,0,6735490054162465923
0,, 来了,0,30,1,6737532170048873458
0,,啦啦,0,33,0,6737591461580306158
0,, 我来了，我来了,0,31,0,6734825383754136343
0,Charmy酱,会员真舒服,0,33,0,6734822454297031748
0,, 1111111,0,30,0,6734803324152344749
0,,干饭鹅 : 背水辉 加油 ,4,65,11,6734797511862025105
0,阿白,打卡,5,68,0,6734798460413267303
0,,干饭鹅 : 丁辉加油,1,69,16,6734800207893510274
0,琼,超棒,2,67,4,6734799927093245621
0,, 史律揉我！！史律揉我！！,0,65,8,6734807892961195572
0,,我为丁辉打 call,0,67,6,6734823197892606377
0,, 丁辉加油,0,67,3,6734829330472565354
0,琼开心🐇,深深，我来啦！等你好久了！[划重点],0,67,9,6734829483561828712
0,囧笑,來看丞丞了,2,69,5,6735046697539849377
0,,看不进去主观题 来看offer,0,65,2,6735164597004863920
0,moon,史律师的声音太好听了,0,69,0,6736932366946857275
0,momo,谁是最靓的崽[加油offer],1,66,1,6735827351311469067
0,,丁辉加油,0,67,0,6735826275107581572
0,我想任性一次,唯爱深深,0,66,1,6735245697491335427
0,顾然, 李怡儿   开始看新一期了！！！,0,67,0,6734810482093523157
0,RUKAWA, 加油艾克区里,0,67,0,6734807658865871634
0,阿洋！,承包空屏,4,71,5,6734795431957695371
0,,来了来了，前排留名,6,70,6,6734798593360112572
0,W,咸鱼 : 来啦,4,74,2,6734801023614349732
0,做作的天蓝色,我十分怀疑我是第一个,0,74,4,6734794503812744724
0,,干饭鹅 : 丁辉加油,3,73,10,6734805100424006154
0,,来啦来啦,2,72,2,6734805651638730078
0,JY_自由之路,加油，丁辉人 ，冲冲冲,0,74,5,6734810693444502128
0,Iris🌟,深深深深深深深深,0,72,6,6734813877591637129
0,,干饭鹅 : 看好 背水辉的 11111,0,71,4,6734829342003757450
0,summer🌸日本代购🌸,丞丞,0,71,0,6734835702636413923
0,,丁辉加油,0,70,5,6734838025483221432
0,,干饭鹅 : 背水辉 加油 ,0,71,1,6734846018498008484
0,BeckYEE,深深来了来了,0,73,11,6734846567024625219
0,,深深我来啦,0,73,0,6734833492614642687
0,,最喜欢丁辉了,0,71,1,6735043022075400211
0,无颜et, 若男生日快乐,0,70,0,6735079576298789175
0,一念,第一季的弹幕好多都被点赞了，你们是才看的第一季吗？,0,70,4,6735089033756737256
0,元若,深深，我来啦！等你好久了！[划重点],0,71,1,6735103369155158774
0,,我为丁辉打 call,0,73,2,6735739512614484751
0,Echo,丞丞爹我来了,0,71,0,6735466089683591580
0,我想任性一次,想抱走深深,0,73,3,6735245768442524229
0,,还不错,0,70,0,6737557978443430134
0,陌离殇,辉哥加油！,0,72,0,6738520625141807300
0,, 丁辉加油,0,73,0,6734823612245058055
0,流苏, 背水辉 加油 ,0,73,0,6734807118299732624
0,浩瀚流星雨,和瀚雨在山东青岛五四广场一起打卡，啦啦啦啦啦啦啦，考试必过！！！！！！！！,3,75,23,6734801801952302592
0,,追求向上辉[厉害offer],3,77,6,6734838756261997318
0,,[加油offer]丁辉加油,3,76,3,6735149436818176426
0,,丁辉加油。,0,77,1,6735207291983210919
0,,干饭鹅 : 丁辉后援团,1,78,1,6736164541915741215
0,,打卡,2,75,0,6736605432249514493
0,飞扬的小舞,来了，每周必追,0,77,1,6734970426725960139
0,蓻,丁辉俺来了,0,75,0,6734817421246841770
0,蟠桃肉丸子🍡,加油所有职场人,3,79,0,6734815003499012182
0,,深深！,0,76,0,6734806481225579545
0,Starry Night,一开始就不喜欢朱,0,75,0,6740109393205071629
0,"-　　　悟空,",终于来了第二集,3,60,10,6734824153825872000
0,,深深，我来了，深总V5，又上热搜了,3,62,16,6734798331748788813
0,,干饭鹅 : 看好 背水辉的 11111,6,64,17,6734797005378844752
0,,干饭鹅 : 若男生日快乐,1,63,6,6734798839300159789
0,, 张潇慧,0,60,4,6734799641058147906
0,年, 划线、划线,0,64,1,6734801322606308773
0,,啦啦啦生日快乐琳,0,63,2,6734820374850546046
0,,来了,0,63,0,6735044692318558109
0,Jerry,我来了,0,64,1,6735159368267349385
0,,啊啊啊啊啊郭涛律师我来啦,0,64,0,6735161970891355013
0,,是  是 史律师，长的很像，黄振轩,1,61,7,6735168382523911939
0,chen_🐋,gp gp 深深[亲亲offer][亲亲offer][亲亲offer]深深,0,61,5,6735199577198498825
0,晨露, 甘啊啊,0,60,0,6735512760407487307
0,,都为丁辉抱打不平 确实如此。很多人还是看中学历的,0,60,3,6735582980586544863
0,,丁辉加油！,0,62,2,6735398333147448951
0,,干饭鹅 : 大丞儿 我来啦,0,61,1,6734809386654877521
0,Y(^_^)Y,看丞丞来了,0,64,0,6734806748471206627
0,,沙发嘛,3,80,2,6734795483903459048
0,,111,1,83,0,6734797113932620536
0,ughumb,干饭鹅 : 秋怡冲呐！！！,1,82,11,6734796738637887138
0,2543863,来了来了来了,1,84,1,6734800320297372127
0,,加油，丁辉人 ，冲冲冲,0,80,6,6734836030803256648
0,,干饭鹅 : 看好 背水辉的 11111,0,80,5,6734846053704729210
0,joker_c,丁辉给我冲！,0,84,12,6734833192805792152
0,,干饭鹅 : 背水辉 加油 ,0,80,0,6735004480900892204
0,, 丁辉加油,2,81,4,6735004491687591789
0,,追求向上辉[厉害offer],0,82,5,6735009433244956325
0,,来啦来啦,0,83,2,6735065299272875864
0,,干饭鹅 : 丁辉加油,4,81,4,6735112964086897905
0,, 为撒撒来的,0,80,1,6735152995789632779
0,洵明🌸,背水辉加油,0,81,2,6735155286727227479
0,, 丁辉加油！！！,0,83,2,6735162271895582528
0,,丁辉加油,0,84,4,6735177717769555055
0,今天想我了吗,詹秋怡啊啊啊啊啊啊啊,0,80,0,6735194320057902217
0,姗姗来迟,丁辉我来给你加油了！！！！,5,80,1,6735893686795830594
0,M,最喜欢丁辉了,2,80,0,6736915825287165998
0,,丁辉，我来看你了,3,81,1,6735392302765903780
0,,我来看深深啦,0,84,0,6735346970254580859
0,,[加油offer]丁辉加油,0,82,0,6735254062822302674
0,,我来啦丞丞！！！！！,0,84,2,6738031855637348838
0,神经蛙,  来晚了～18号晚上,0,84,0,6734811461600866423
0,, 哒，看看那个朱一暄和刘同学,0,84,0,6734810010612116188
0,, 想不到啊,0,82,0,6734807176869037967
0,,看到这图莫名好笑,0,84,0,6734806093195104204
0,ㅤPihrih 0219。,干饭鹅 : 我爱范丞丞.,1,89,7,6734798110792551457
