,用户名称,弹幕,会员等级,发布时间,弹幕点赞,弹幕id
0,, 辉哥好可惜,1,103,0,6744994089486793399
0,, 我觉得丁辉还是不错的对吧,0,100,0,6745172186425211964
0,,骁骁我来了,4,101,1,6745192884120092190
0,雯,灭了他,0,104,0,6745242983257851394
0,Angela-J🔥,何老师太帅了！！加油团加的什么人，不喜欢👎,0,100,3,6745254389063598210
0,￠黑色森林℡,就喜欢你随时都能来,0,102,1,6745379294287435392
0,,这个片头,0,103,0,6745602129458826381
0,, 又是想念第一季的一天,0,100,1,6745964305578488818
0,Ruby,来了来了,5,92,4,6744948061043703579
0,搁置,太早了嘛😂,0,92,2,6744987358921426383
0,,干饭鹅 : 辉辉走了啊啊啊,3,91,3,6745134136630459734
0,,史律好有男人味,0,92,1,6745166731939391967
0,,丁辉真的很成熟了,1,94,2,6745282478203932664
0,青岭。, 熬夜追更,0,94,0,6745366662008520942
0,,来看yamy,0,91,2,6745533163080457352
0,,我为深深而来,0,92,0,6745728335704783819
0,芒果与香蕉,来了,6,90,0,6746231859124357880
0,,没有辉哥的第一天，想他,1,148,5,6744942514374474250
0,梨花落,来了,0,148,1,6744942975756285098
0,歪九,丞丞,1,145,1,6744944372870578037
0,Fanda,重新分组了,1,147,2,6744943215301390867
0,做我自己的女王,深深深深深深深深深深我来了,0,147,5,6744944809821587808
0,,片头不变耶,0,147,2,6744949259999104468
0,,下一期丁辉,4,149,1,6744958844221814095
0,,来了来了,0,145,0,6744960320152214418
0,,来啦,6,146,0,6744977614033843569
0,,火箭少女101队长yamy,0,147,3,6744982408966730295
0,,我发现有何老师的综艺都比较好看,0,146,9,6745185891482316494
0,敢爱敢恨的小豌豆,辉哥没有团建 ，为什么，难过,0,146,4,6745186220629327446
0,,撒老师理头发了！！！,5,148,0,6745198466390571371
0,Lzyx🐁,Yamin yami 我爱的yami,0,149,3,6745250068796262893
0,,来咯，王骁怼他,0,149,0,6745281111863575887
0,熙熙,片头没换！辉哥瞿总会回来对不对！,0,148,0,6745284376206183577
0,靓丽人生,一叶之秋,0,148,0,6745299852163481365
0,,Gamy,0,145,1,6745331897149698871
0,,其实我是为了丁辉才看的,0,148,1,6745346902380968693
0,Fulla ,人生哪有那么多逆袭啊,0,149,0,6745561162504970927
0,,yamy yamy💛,0,148,0,6745674081799534531
0,,何老师，我来啦,0,149,0,6745962626107505534
0,, 上一季留下的前三名，这一次最先走的也是后两名,0,147,0,6745984280901915851
0,, 下饭综艺搞起来,0,148,0,6746272816069538547
0,,来了小老弟,0,145,0,6746384336867062337
0,,我来的好早哦,6,141,1,6744943528684004354
0,,干饭鹅 : 美颜浓厚,2,140,2,6744947111814999670
0,红,干饭鹅 : 加油王骁加油王骁,1,142,4,6744949073439651457
0,lavender--萱, 小范我来啦,0,142,0,6744949717974843588
0,,撒老师我来了,0,142,0,6744953086953377130
0,小糊涂仙仙,周深喜欢你在这个节目里！跟着几位老师们学习好多知识,0,140,11,6744953949826520320
0,,隔壁有翡来的,0,142,0,6745167504752492881
0,,干饭鹅 : 开头还是没新的实习生啊哈哈哈,6,144,5,6745201520712121089
0,,前面说片头顺序的，成功让我倒回去看了一次片头[白眼offer],0,144,3,6745279353908825216
0,Luckin jane,干饭鹅 : 丁辉回来,0,141,2,6745292418716302878
0,呦呵呵,来看yamy,0,142,0,6745417531621143739
0,爱听歌_少年,深深深深深深深深,0,143,3,6745494290265472884
0,, 秋怡也哭了,0,141,1,6745508801215134266
0,关关.,干饭鹅 : 感动的是片头没有去掉瞿总和辉哥,1,143,4,6745624092726465095
0,旧巷,111,0,143,0,6745624490785928607
0,Mr.木易,怎么没有啊,0,143,0,6745652685513962994
0,糖小糖,片头没换！！！青回,0,141,1,6746054244883220539
0,,没有丁辉,0,143,0,6746055662184368385
0,,片头没换爷青回,0,143,0,6746298562608877154
0,,没有辉哥的第一天，想他,1,138,18,6744941037047970661
0,,我来的好早哦,5,135,1,6744941465295847656
0,mel,贺拉斯,2,139,0,6744942465044904546
